show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duracao_min
s257,Movie,Nneka The Pretty Serpent,Tosin Igho,Not Given,8/18/2021,2020,TV-14,140 min,"Dramas, International Movies",140
s271,Movie,Beckett,Ferdinando Cito Filomarino,Italy,8/13/2021,2021,TV-MA,110 min,Action & Adventure,110
s279,Movie,Lokillo: Nothing's the Same,Julián Gaviria,Colombia,8/12/2021,2021,TV-MA,64 min,Stand-Up Comedy,64
s280,Movie,Monster Hunter: Legends of the Guild,Steven Yamamoto,United States,8/12/2021,2021,TV-PG,59 min,"Action & Adventure, Anime Features, Children & Family Movies",59
s282,Movie,Brother Jekwu,Charles Uwagbai,Nigeria,8/11/2021,2016,TV-14,101 min,"Comedies, International Movies",101
s283,Movie,La diosa del asfalto,Julián Hernández,Mexico,8/11/2021,2020,TV-MA,127 min,"Dramas, Independent Movies, International Movies",127
s284,Movie,Misha and the Wolves,Sam Hobkinson,Belgium,8/11/2021,2021,PG-13,90 min,"Documentaries, International Movies",90
s285,Movie,The Kissing Booth 3,Vince Marcello,United Kingdom,8/11/2021,2021,TV-14,114 min,"Comedies, Romantic Movies",114
s286,Movie,The Railway Man,Jonathan Teplitzky,Switzerland,8/11/2021,2013,R,108 min,"Dramas, International Movies",108
s3910,Movie,Super Monsters Furever Friends,Not Given,Pakistan,4/16/2019,2019,TV-Y,59 min,Children & Family Movies,59
s3988,Movie,Antoine Griezmann: The Making of a Legend,Not Given,Pakistan,3/21/2019,2019,TV-PG,60 min,"Documentaries, International Movies, Sports Movies",60
s291,Movie,Untold: Malice at the Palace,Floyd Russ,United States,8/10/2021,2021,TV-MA,70 min,"Documentaries, Sports Movies",70
s293,Movie,Quartet,Dustin Hoffman,United Kingdom,8/8/2021,2012,PG-13,98 min,"Comedies, Dramas, Independent Movies",98
s294,Movie,Slay,Adze Ugah,South Africa,8/8/2021,2021,TV-MA,86 min,"Comedies, International Movies, Romantic Movies",86
s296,Movie,The Paper Tigers,Quoc Bao Tran,United States,8/7/2021,2021,PG-13,111 min,"Action & Adventure, Comedies",111
s299,Movie,Quam's Money,Kayode Kasum,Nigeria,8/6/2021,2020,TV-MA,115 min,"Comedies, Dramas, International Movies",115
s300,Movie,The Swarm,Just Philippot,France,8/6/2021,2021,TV-14,102 min,"Horror Movies, Independent Movies, International Movies",102
s301,Movie,Vivo,"Kirk DeMicco, Brandon Jeffords",Canada,8/6/2021,2021,PG,100 min,"Children & Family Movies, Music & Musicals",100
s302,Movie,Chennai Express,Rohit Shetty,India,8/5/2021,2013,TV-14,135 min,"Action & Adventure, Comedies, International Movies",135
s303,Movie,City of God: 10 Years Later,"Cavi Borges, Luciano Vidigal",Brazil,8/5/2021,2013,TV-MA,69 min,"Documentaries, International Movies",69
s304,Movie,Esperando la carroza,Alejandro Doria,Argentina,8/5/2021,1985,TV-MA,95 min,"Comedies, Cult Movies, International Movies",95
s305,Movie,Lady Boss: The Jackie Collins Story,Laura Fairrie,United Kingdom,8/5/2021,2021,TV-14,97 min,Documentaries,97
s306,Movie,Tango Feroz,Marcelo Piñeyro,Argentina,8/5/2021,1993,TV-MA,124 min,"Classic Movies, Dramas, International Movies",124
s4231,Movie,Bill Hicks: Reflections,Not Given,Pakistan,12/31/2018,2015,TV-MA,34 min,Documentaries,34
s4345,Movie,Oddbods: The Festive Menace,Not Given,Pakistan,12/1/2018,2018,TV-Y,23 min,Movies,23
s307,Movie,'76,Izu Ojukwu,Nigeria,8/4/2021,2016,TV-PG,118 min,"Dramas, International Movies",118
s308,Movie,Aftermath,Peter Winther,United States,8/4/2021,2021,TV-MA,115 min,Horror Movies,115
s309,Movie,American Masters: Inventing David Geffen,Susan Lacy,United States,8/4/2021,2012,TV-MA,115 min,Movies,115
s4498,Movie,Oddbods: Party Monsters,Not Given,Pakistan,10/19/2018,2018,TV-Y,23 min,Movies,23
s315,Movie,Heavy,James Mangold,United States,8/3/2021,1995,R,104 min,"Dramas, Independent Movies, Romantic Movies",104
s316,Movie,Ije: The Journey,Chineze Anyaene,United States,8/3/2021,2010,TV-MA,106 min,"Dramas, International Movies",106
s318,Movie,Pray Away,Kristine Stolakis,United States,8/3/2021,2021,PG-13,102 min,"Documentaries, LGBTQ Movies",102
s326,Movie,Beethoven,Brian Levant,United States,8/1/2021,1992,PG,87 min,"Children & Family Movies, Comedies",87
s4893,Movie,Pocoyo & Cars,Not Given,Pakistan,5/1/2018,2015,TV-Y,19 min,Movies,19
s4895,Movie,Pocoyo Carnival,Not Given,Pakistan,5/1/2018,2015,TV-Y,22 min,Movies,22
s4897,Movie,Pocoyo Halloween: Spooky Movies,Not Given,Pakistan,5/1/2018,2014,TV-Y,22 min,Movies,22
s327,Movie,Beethoven's 2nd,Rod Daniel,United States,8/1/2021,1993,PG,88 min,"Children & Family Movies, Comedies",88
s328,Movie,Beowulf,Robert Zemeckis,United States,8/1/2021,2007,PG-13,114 min,"Action & Adventure, Sci-Fi & Fantasy",114
s329,Movie,Boyka: Undisputed,Todor Chapkanov,Bulgaria,8/1/2021,2016,R,90 min,Action & Adventure,90
s330,Movie,Catch Me If You Can,Steven Spielberg,United States,8/1/2021,2002,PG-13,142 min,Dramas,142
s331,Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller",United States,8/1/2021,2009,PG,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",90
s333,Movie,Deep Blue Sea,Renny Harlin,United States,8/1/2021,1999,R,105 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",105
s334,Movie,Ferris Bueller's Day Off,John Hughes,United States,8/1/2021,1986,PG-13,103 min,"Classic Movies, Comedies, Cult Movies",103
s335,Movie,Five Feet Apart,Justin Baldoni,United States,8/1/2021,2019,PG-13,116 min,"Dramas, Romantic Movies",116
s336,Movie,Freedomland,Joe Roth,United States,8/1/2021,2006,R,113 min,"Dramas, Thrillers",113
s338,Movie,Good Luck Chuck,Mark Helfrich,United States,8/1/2021,2007,R,99 min,"Comedies, Romantic Movies",99
s341,Movie,Inception,Christopher Nolan,United States,8/1/2021,2010,PG-13,148 min,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",148
s342,Movie,Magnolia,Paul Thomas Anderson,United States,8/1/2021,1999,R,189 min,"Dramas, Independent Movies",189
s343,Movie,Major Payne,Nick Castle,United States,8/1/2021,1995,PG-13,97 min,Comedies,97
s344,Movie,My Girl,Howard Zieff,United States,8/1/2021,1991,PG-13,102 min,Dramas,102
s5292,Movie,"Alias JJ, la celebridad del mal",Not Given,Pakistan,9/1/2017,2017,TV-MA,54 min,"Documentaries, International Movies",54
s345,Movie,My Girl 2,Howard Zieff,United States,8/1/2021,1994,PG,99 min,"Children & Family Movies, Comedies, Dramas",99
s346,Movie,Open Season: Scared Silly,David Feiss,United States,8/1/2021,2015,PG,85 min,"Children & Family Movies, Comedies",85
s347,Movie,Pineapple Express,David Gordon Green,United States,8/1/2021,2008,R,112 min,"Action & Adventure, Comedies",112
s348,Movie,Planet 51,Jorge Blanco,Spain,8/1/2021,2009,PG,91 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",91
s349,Movie,Poms,Zara Hayes,United Kingdom,8/1/2021,2019,PG-13,91 min,Comedies,91
s350,Movie,Seabiscuit,Gary Ross,United States,8/1/2021,2003,PG-13,141 min,"Dramas, Sports Movies",141
s351,Movie,Space Cowboys,Clint Eastwood,United States,8/1/2021,2000,PG-13,130 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",130
s352,Movie,Team America: World Police,Trey Parker,United States,8/1/2021,2004,R,98 min,"Action & Adventure, Comedies, Cult Movies",98
s353,Movie,The Edge of Seventeen,Kelly Fremon Craig,United States,8/1/2021,2016,R,105 min,"Comedies, Dramas",105
s354,Movie,The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,United States,8/1/2021,2013,R,101 min,Horror Movies,101
s355,Movie,The Last Boy Scout,Tony Scott,United States,8/1/2021,1991,R,105 min,"Action & Adventure, Comedies",105
s356,Movie,The Lincoln Lawyer,Brad Furman,United States,8/1/2021,2011,R,118 min,"Dramas, Thrillers",118
s357,Movie,The Losers,Sylvain White,United States,8/1/2021,2010,PG-13,97 min,Action & Adventure,97
s358,Movie,The Machinist,Brad Anderson,Spain,8/1/2021,2004,R,102 min,"Dramas, Independent Movies, Thrillers",102
s359,Movie,The Net,Irwin Winkler,United States,8/1/2021,1995,PG-13,114 min,Thrillers,114
s360,Movie,The Original Kings of Comedy,Spike Lee,United States,8/1/2021,2000,R,111 min,Stand-Up Comedy,111
s361,Movie,Valentine's Day,Garry Marshall,United States,8/1/2021,2010,PG-13,125 min,"Comedies, Romantic Movies",125
s363,Movie,The Lost Café,Kenneth Gyang,Nigeria,7/31/2021,2018,TV-14,76 min,"Dramas, International Movies",76
s366,Movie,Eyes of a Thief,Najwa Najjar,France,7/30/2021,2014,TV-14,103 min,"Dramas, Independent Movies, International Movies",103
s372,Movie,Pomegranates and Myrrh,Najwa Najjar,France,7/30/2021,2009,TV-14,95 min,"Dramas, Independent Movies, International Movies",95
s420,Movie,Chhota Bheem: Bheem vs Aliens,Rajiv Chilaka,India,7/22/2021,2010,TV-Y7,69 min,"Children & Family Movies, Sports Movies",69
s375,Movie,Flower Girl,Michelle Bello,Nigeria,7/29/2021,2013,TV-PG,94 min,"Comedies, International Movies, Romantic Movies",94
s378,Movie,Bartkowiak,Daniel Markowicz,Poland,7/28/2021,2021,TV-MA,92 min,"Action & Adventure, International Movies",92
s379,Movie,Fantastic Fungi,Louie Schwartzberg,United States,7/28/2021,2019,TV-14,81 min,Documentaries,81
s5776,Movie,Pac's Scary Halloween,Not Given,Pakistan,10/1/2016,2016,TV-Y7,44 min,Movies,44
s5788,Movie,"Katarzyna Piasecka, Rafał Pacześ Seriously Funny",Not Given,Pakistan,9/19/2016,2016,TV-MA,65 min,Stand-Up Comedy,65
s5789,Movie,"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio",Not Given,Pakistan,9/19/2016,2016,TV-MA,69 min,Stand-Up Comedy,69
s5790,Movie,"Rafał Banaś, Michał Leja Laugh out Loud",Not Given,Pakistan,9/19/2016,2016,TV-MA,64 min,Stand-Up Comedy,64
s5791,Movie,The Best of Rafał Rutkowski Olka Szczęśniak,Not Given,Pakistan,9/19/2016,2016,TV-MA,63 min,Stand-Up Comedy,63
s5792,Movie,"Tomasz Jachimek, Jacek Stramik Laugh at Live",Not Given,Pakistan,9/19/2016,2016,TV-MA,63 min,Stand-Up Comedy,63
s364,Movie,The Vault,Jaume Balagueró,Not Given,7/31/2021,2021,R,118 min,"Action & Adventure, International Movies, Thrillers",118
s368,Movie,I'm Glad I Did,Selçuk Metin,Not Given,7/30/2021,2020,TV-14,114 min,"Documentaries, International Movies",114
s374,Movie,The Last Mercenary,David Charhon,Not Given,7/30/2021,2021,TV-MA,112 min,"Action & Adventure, Comedies, International Movies",112
s376,Movie,Resort to Love,Steven Tsuchida,Not Given,7/29/2021,2021,TV-14,102 min,"Comedies, Romantic Movies",102
s373,Movie,Rurouni Kenshin: The Beginning,Keishi Otomo,Not Given,7/30/2021,2021,TV-MA,138 min,"Action & Adventure, International Movies",138
s388,Movie,Mimi,Laxman Utekar,India,7/27/2021,2021,TV-14,132 min,"Comedies, Dramas, International Movies",132
s396,Movie,Bankrolled,Marcos Bucay,Mexico,7/23/2021,2021,TV-MA,97 min,"Comedies, International Movies",97
s384,Movie,Department,Ram Gopal Varma,India,7/27/2021,2012,TV-MA,143 min,"Action & Adventure, International Movies",143
s399,Movie,Kingdom: Ashin of the North,Kim Seong-hun,South Korea,7/23/2021,2021,TV-MA,94 min,"Horror Movies, International Movies, Thrillers",94
s390,Movie,The Operative,Yuval Adler,France,7/27/2021,2019,TV-MA,117 min,"Dramas, International Movies, Thrillers",117
s393,Movie,Django Unchained,Quentin Tarantino,United States,7/24/2021,2012,R,165 min,"Action & Adventure, Dramas",165
s394,Movie,A Second Chance:  Rivals!,Clay Glen,Australia,7/23/2021,2021,PG,91 min,"Children & Family Movies, Sports Movies",91
s385,Movie,Hostage House,David Benullo,Not Given,7/27/2021,2021,TV-14,86 min,Thrillers,86
s395,Movie,African America,Muzi Mthembu,Not Given,7/23/2021,2021,TV-MA,97 min,"Dramas, Independent Movies, International Movies",97
s397,Movie,Blood Red Sky,Peter Thorwarth,Not Given,7/23/2021,2021,TV-MA,123 min,"Action & Adventure, Horror Movies, International Movies",123
s407,Movie,Chhota Bheem - Neeli Pahaadi,Rajiv Chilaka,India,7/22/2021,2013,TV-Y7,64 min,Children & Family Movies,64
s408,Movie,Chhota Bheem & Ganesh,Rajiv Chilaka,India,7/22/2021,2009,TV-Y7,68 min,Children & Family Movies,68
s409,Movie,Chhota Bheem & Krishna: Mayanagari,Rajiv Chilaka,India,7/22/2021,2011,TV-Y7,67 min,Children & Family Movies,67
s403,Movie,The Last Letter From Your Lover,Augustine Frizzell,United Kingdom,7/23/2021,2021,TV-MA,111 min,"Dramas, Romantic Movies",111
s410,Movie,Chhota Bheem & Krishna: Pataliputra- City of the Dead,Rajiv Chilaka,India,7/22/2021,2010,TV-Y7,66 min,Children & Family Movies,66
s412,Movie,Chhota Bheem And The Crown of Valhalla,Rajiv Chilaka,India,7/22/2021,2013,TV-Y7,64 min,Children & Family Movies,64
s411,Movie,Chhota Bheem And The Broken Amulet,Rajiv Chilaka,India,7/22/2021,2013,TV-Y7,64 min,Children & Family Movies,64
s416,Movie,Chhota Bheem aur Krishna,Rajiv Chilaka,India,7/22/2021,2009,TV-Y7,68 min,Children & Family Movies,68
s413,Movie,Chhota Bheem and the Incan Adventure,Rajiv Chilaka,India,7/22/2021,2013,TV-Y7,65 min,Children & Family Movies,65
s414,Movie,Chhota Bheem and The ShiNobi Secret,Rajiv Chilaka,India,7/22/2021,2013,TV-Y7,64 min,Children & Family Movies,64
s415,Movie,Chhota Bheem Aur Hanuman,Rajiv Chilaka,India,7/22/2021,2012,TV-Y7,68 min,Children & Family Movies,68
s417,Movie,Chhota Bheem aur Krishna vs Zimbara,Rajiv Chilaka,India,7/22/2021,2013,TV-Y7,64 min,Children & Family Movies,64
s406,Movie,Chhota Bheem - Dinosaur World,Sidheswar Shukla,Not Given,7/22/2021,2015,TV-Y,65 min,Children & Family Movies,65
s418,Movie,Chhota Bheem in African Safari,Binayak Das,Not Given,7/22/2021,2015,TV-Y7,62 min,Children & Family Movies,62
s419,Movie,Chhota Bheem Ka Roosi Romanch,"Arpan Sarkar, Shyamal Chaulia",Not Given,7/22/2021,2019,TV-Y,63 min,Children & Family Movies,63
s421,Movie,Chhota Bheem: Dholakpur to Kathmandu,Rajiv Chilaka,India,7/22/2021,2012,TV-Y7,70 min,Children & Family Movies,70
s427,Movie,Cousins,"Ainsley Gardiner, Briar Grace-Smith",New Zealand,7/22/2021,2021,TV-MA,99 min,Dramas,99
s430,Movie,Sanitation Day,Seyi Babatope,Nigeria,7/21/2021,2020,TV-14,105 min,"Dramas, International Movies, Thrillers",105
s423,Movie,Chhota Bheem: Journey to Petra,Rajiv Chilaka,India,7/22/2021,2011,TV-Y7,68 min,Children & Family Movies,68
s424,Movie,Chhota Bheem: Master of Shaolin,Rajiv Chilaka,India,7/22/2021,2011,TV-Y7,74 min,Children & Family Movies,74
s434,Movie,Milkwater,Morgan Ingari,United States,7/20/2021,2020,TV-MA,102 min,"Comedies, Dramas, Independent Movies",102
s425,Movie,Chhota Bheem: The Rise of Kirmada,Rajiv Chilaka,India,7/22/2021,2012,TV-Y7,68 min,Children & Family Movies,68
s428,Movie,Wannabe Courageous,Mahmoud Karim,Egypt,7/22/2021,2019,TV-14,90 min,"Comedies, International Movies",90
s437,Movie,The Tambour of Retribution,Abdulaziz Alshlahei,Saudi Arabia,7/19/2021,2021,TV-14,91 min,"Dramas, International Movies, Romantic Movies",91
s438,Movie,Cosmic Sin,Edward Drake,United States,7/17/2021,2021,R,88 min,Action & Adventure,88
s6927,Movie,Harlem Globetrotters: The Team That Changed the World,Not Given,Pakistan,11/1/2019,2005,TV-14,55 min,"Documentaries, Sports Movies",55
s422,Movie,Chhota Bheem: Dus Pe Dus,"Rajiv Chilaka, Owll Mina",Not Given,7/22/2021,2014,TV-Y7,63 min,Children & Family Movies,63
s429,Movie,Words Bubble Up Like Soda Pop,Kyohei Ishiguro,Not Given,7/22/2021,2021,TV-G,87 min,"Anime Features, Children & Family Movies, International Movies",87
s433,Movie,Trollhunters: Rise of the Titans,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco",Not Given,7/21/2021,2021,TV-Y7,106 min,Children & Family Movies,106
s439,Movie,2 Weeks in Lagos,Kathryn Fasegha,Not Given,7/16/2021,2020,TV-PG,107 min,"Dramas, International Movies, Romantic Movies",107
s440,Movie,Deep,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela",Thailand,7/16/2021,2021,TV-MA,101 min,"Dramas, International Movies, Thrillers",101
s444,Movie,La ley de Herodes,Luis Estrada,Mexico,7/16/2021,1999,R,123 min,"Comedies, International Movies",123
s446,Movie,The Beguiled,Sofia Coppola,United States,7/16/2021,2017,R,94 min,"Dramas, Independent Movies, Thrillers",94
s447,Movie,The Book of Henry,Colin Trevorrow,United States,7/16/2021,2017,PG-13,105 min,Dramas,105
s448,Movie,The Twilight Saga: Breaking Dawn: Part 1,Bill Condon,United States,7/16/2021,2011,PG-13,117 min,"Dramas, Romantic Movies",117
s449,Movie,The Twilight Saga: Breaking Dawn: Part 2,Bill Condon,United States,7/16/2021,2012,PG-13,115 min,"Dramas, Romantic Movies",115
s450,Movie,The Twilight Saga: Eclipse,David Slade,United States,7/16/2021,2010,PG-13,124 min,"Dramas, Romantic Movies",124
s451,Movie,The Twilight Saga: New Moon,Chris Weitz,United States,7/16/2021,2009,PG-13,131 min,"Dramas, Romantic Movies",131
s452,Movie,Twilight,Catherine Hardwicke,United States,7/16/2021,2008,PG-13,122 min,"Action & Adventure, Dramas, Romantic Movies",122
s453,Movie,A Perfect Fit,Hadrah Daeng Ratu,Indonesia,7/15/2021,2021,TV-PG,113 min,"Comedies, Dramas, International Movies",113
s7227,Movie,Krish Trish and Baltiboy,Not Given,Pakistan,9/8/2017,2009,TV-Y7,58 min,Children & Family Movies,58
s7233,Movie,Krish Trish and Baltiboy: Part II,Not Given,Pakistan,9/8/2017,2010,TV-Y7,58 min,Children & Family Movies,58
s7319,Movie,Little Singham Bandarpur Mein Hu Ha Hu,Not Given,Pakistan,7/11/2019,2019,TV-Y7,67 min,"Children & Family Movies, Comedies",67
s455,Movie,Cheech & Chong's Still Smokin,Tommy Chong,Not Given,7/15/2021,1983,TV-MA,91 min,"Comedies, Cult Movies",91
s456,Movie,Emicida: AmarElo - Live in São Paulo,Fred Ouro Preto,Not Given,7/15/2021,2021,TV-MA,100 min,"Documentaries, International Movies, Music & Musicals",100
s442,Movie,Fear Street Part 3: 1666,Leigh Janiak,Not Given,7/16/2021,2021,R,114 min,"Horror Movies, LGBTQ Movies",114
s461,Movie,Surf's Up,"Ash Brannon, Chris Buck",United States,7/15/2021,2007,PG,86 min,"Children & Family Movies, Comedies, Sports Movies",86
s463,Movie,This Changes Everything,Tom Donahue,United States,7/15/2021,2019,TV-MA,96 min,Documentaries,96
s464,Movie,A Classic Horror Story,"Roberto De Feo, Paolo Strippoli",Italy,7/14/2021,2021,TV-MA,95 min,"Horror Movies, International Movies",95
s470,Movie,American Woman,Semi Chellas,United States,7/13/2021,2019,TV-MA,87 min,"Dramas, Independent Movies",87
s474,Movie,Born to Play,Viridiana Lieberman,United States,7/12/2021,2020,TV-MA,93 min,"Documentaries, Sports Movies",93
s475,Movie,American Ultra,Nima Nourizadeh,United States,7/10/2021,2015,R,96 min,"Action & Adventure, Comedies",96
s459,Movie,My Amanda,Alessandra de Rossi,Not Given,7/15/2021,2021,TV-14,90 min,"Dramas, International Movies, Romantic Movies",90
s465,Movie,Gunpowder Milkshake,Navot Papushado,Not Given,7/14/2021,2021,R,115 min,"Action & Adventure, Comedies",115
s485,Movie,Lee Su-geun: The Sense Coach,Kim Joo-hyung,South Korea,7/9/2021,2021,TV-G,46 min,Stand-Up Comedy,46
s487,Movie,Ratchet and Clank,"Jericca Cleland, Kevin Munroe",Hong Kong,7/9/2021,2016,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",94
s490,Movie,Back to Q82,Ahmed Siddiqui,Kuwait,7/8/2021,2017,TV-14,104 min,"Comedies, International Movies",104
s492,Movie,Home Again,Hallie Meyers-Shyer,United States,7/8/2021,2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies",97
s493,Movie,Midnight Sun,Scott Speer,United States,7/8/2021,2018,PG-13,91 min,"Dramas, Romantic Movies",91
s495,Movie,Rock the Kasbah,Barry Levinson,United States,7/8/2021,2015,R,106 min,"Comedies, Music & Musicals",106
s497,Movie,Brick Mansions,Camille Delamarre,France,7/7/2021,2014,PG-13,90 min,"Action & Adventure, International Movies",90
s481,Movie,Finding Hubby,Femi D. Ogunsanwo,Not Given,7/9/2021,2020,TV-14,105 min,"Comedies, Dramas, International Movies",105
s482,Movie,How I Became a Superhero,Douglas Attal,Not Given,7/9/2021,2021,TV-MA,101 min,"Action & Adventure, Dramas, International Movies",101
